locus_tag	ftype	length_bp	gene	EC_number	COG	product
IBMGGBPB_02286	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
IBMGGBPB_02287	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
IBMGGBPB_02288	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
IBMGGBPB_02289	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
IBMGGBPB_02290	CDS	396				hypothetical protein
IBMGGBPB_02291	CDS	690	yiiM		COG2258	Protein YiiM
IBMGGBPB_02292	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
IBMGGBPB_02293	CDS	984			COG1638	Solute-binding protein
IBMGGBPB_02294	CDS	516				hypothetical protein
IBMGGBPB_02295	CDS	1308	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
IBMGGBPB_02296	CDS	672	kdgM_2			Oligogalacturonate-specific porin KdgM
IBMGGBPB_02297	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
IBMGGBPB_02298	CDS	849	rhaR_4			HTH-type transcriptional activator RhaR
IBMGGBPB_02299	CDS	489	rhaS_1			HTH-type transcriptional activator RhaS
IBMGGBPB_02300	CDS	1470	rhaB	2.7.1.5		Rhamnulokinase
IBMGGBPB_02301	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
IBMGGBPB_02302	CDS	828	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
IBMGGBPB_02303	CDS	1149	mdh_3	1.1.1.244		NAD-dependent methanol dehydrogenase
IBMGGBPB_02304	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
IBMGGBPB_02305	CDS	549	sutR_1		COG1396	HTH-type transcriptional regulator SutR
IBMGGBPB_02306	CDS	660				hypothetical protein
IBMGGBPB_02307	CDS	324				hypothetical protein
IBMGGBPB_02308	CDS	1101				hypothetical protein
IBMGGBPB_02309	CDS	1032				hypothetical protein
IBMGGBPB_02310	CDS	837	fdhD		COG1526	Sulfur carrier protein FdhD
IBMGGBPB_02311	CDS	588	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
IBMGGBPB_02312	CDS	2415	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
IBMGGBPB_02313	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
IBMGGBPB_02314	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
IBMGGBPB_02315	CDS	930	fdhE		COG3058	Protein FdhE
IBMGGBPB_02316	CDS	291				hypothetical protein
IBMGGBPB_02317	CDS	312	higB-2		COG2026	Toxin HigB-2
IBMGGBPB_02318	CDS	930	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
IBMGGBPB_02319	CDS	312	higB	3.1.-.-	COG4680	mRNA interferase HigB
IBMGGBPB_02320	CDS	447	higA		COG5499	Antitoxin HigA
IBMGGBPB_02321	CDS	942				hypothetical protein
IBMGGBPB_02322	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
IBMGGBPB_02323	CDS	780				hypothetical protein
IBMGGBPB_02324	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
IBMGGBPB_02325	CDS	804	csqR		COG1349	HTH-type transcriptional repressor CsqR
IBMGGBPB_02326	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
IBMGGBPB_02327	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
IBMGGBPB_02328	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
IBMGGBPB_02329	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
IBMGGBPB_02330	CDS	843	yihR		COG2017	putative protein YihR
IBMGGBPB_02331	CDS	2037	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
IBMGGBPB_02332	CDS	1383	yihP_1		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
IBMGGBPB_02333	CDS	1422	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
IBMGGBPB_02334	CDS	693	ompL			Porin OmpL
IBMGGBPB_02335	CDS	849				hypothetical protein
IBMGGBPB_02336	CDS	1026				hypothetical protein
IBMGGBPB_02337	CDS	876				hypothetical protein
IBMGGBPB_02338	CDS	1242	hemW_1		COG0635	Heme chaperone HemW
IBMGGBPB_02339	CDS	879				hypothetical protein
IBMGGBPB_02340	CDS	735	ybhA_1	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
IBMGGBPB_02341	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
IBMGGBPB_02342	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
IBMGGBPB_02343	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
IBMGGBPB_02344	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
IBMGGBPB_02345	CDS	111	yshB			putative protein YshB
IBMGGBPB_02346	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
IBMGGBPB_02347	CDS	516	yihI		COG3078	Der GTPase-activating protein YihI
IBMGGBPB_02348	CDS	198				hypothetical protein
IBMGGBPB_02349	CDS	633	engB		COG0218	putative GTP-binding protein EngB
IBMGGBPB_02350	CDS	2787	polA	2.7.7.7	COG0258	DNA polymerase I
IBMGGBPB_02351	CDS	909	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
IBMGGBPB_02352	CDS	624	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
IBMGGBPB_02353	CDS	987	rdoA	2.7.11.1	COG2334	Serine/threonine protein kinase RdoA
IBMGGBPB_02354	CDS	270	yihD		COG3084	Protein YihD
IBMGGBPB_02355	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
IBMGGBPB_02356	CDS	531	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
IBMGGBPB_02357	rRNA	78				5S ribosomal RNA (partial)
IBMGGBPB_02358	rRNA	83				5S ribosomal RNA (partial)
IBMGGBPB_02359	tRNA	77				tRNA-Asp(gtc)
IBMGGBPB_02360	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
IBMGGBPB_02361	CDS	915	dmlR_4			HTH-type transcriptional regulator DmlR
IBMGGBPB_02362	CDS	1176	ydhP		COG2814	Inner membrane transport protein YdhP
IBMGGBPB_02363	CDS	801				hypothetical protein
IBMGGBPB_02364	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
IBMGGBPB_02365	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
IBMGGBPB_02366	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase
IBMGGBPB_02367	CDS	723				hypothetical protein
IBMGGBPB_02368	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
IBMGGBPB_02369	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
IBMGGBPB_02370	tRNA	77				tRNA-Asp(gtc)
IBMGGBPB_02371	CDS	1056				hypothetical protein
IBMGGBPB_02372	CDS	996				hypothetical protein
IBMGGBPB_02373	CDS	1884				hypothetical protein
IBMGGBPB_02374	CDS	495				hypothetical protein
IBMGGBPB_02375	CDS	825				hypothetical protein
IBMGGBPB_02376	CDS	903				hypothetical protein
IBMGGBPB_02377	CDS	2640	clpV1		COG0542	Protein ClpV1
IBMGGBPB_02378	CDS	543				hypothetical protein
IBMGGBPB_02379	CDS	1494				hypothetical protein
IBMGGBPB_02380	CDS	447				hypothetical protein
IBMGGBPB_02381	CDS	486	hcp1_1		COG3157	Protein hcp1
IBMGGBPB_02382	CDS	486				hypothetical protein
IBMGGBPB_02383	CDS	372				hypothetical protein
IBMGGBPB_02384	CDS	486	hcp1_2		COG3157	Protein hcp1
IBMGGBPB_02385	CDS	537				hypothetical protein
IBMGGBPB_02386	CDS	1344				hypothetical protein
IBMGGBPB_02387	CDS	1299	pal_2			Peptidoglycan-associated lipoprotein
IBMGGBPB_02388	CDS	774				hypothetical protein
IBMGGBPB_02389	CDS	357				hypothetical protein
IBMGGBPB_02390	CDS	3870				hypothetical protein
IBMGGBPB_02391	CDS	789				hypothetical protein
IBMGGBPB_02392	CDS	387				hypothetical protein
IBMGGBPB_02393	CDS	519				hypothetical protein
IBMGGBPB_02394	CDS	2190				hypothetical protein
IBMGGBPB_02395	CDS	447				hypothetical protein
IBMGGBPB_02396	CDS	4095	rhsB	3.1.-.-	COG3209	putative deoxyribonuclease RhsB
IBMGGBPB_02397	CDS	264				hypothetical protein
IBMGGBPB_02398	CDS	774				hypothetical protein
IBMGGBPB_02399	CDS	447				hypothetical protein
IBMGGBPB_02400	CDS	138				hypothetical protein
IBMGGBPB_02401	CDS	438				hypothetical protein
IBMGGBPB_02402	CDS	276	symE_2	3.1.-.-		Endoribonuclease SymE
IBMGGBPB_02403	CDS	252				hypothetical protein
IBMGGBPB_02404	CDS	159				hypothetical protein
IBMGGBPB_02405	CDS	198				hypothetical protein
IBMGGBPB_02406	CDS	282				IS3 family transposase IS1351
IBMGGBPB_02407	CDS	501				hypothetical protein
IBMGGBPB_02408	CDS	714	caf1M		COG3121	Chaperone protein caf1M
IBMGGBPB_02409	CDS	2511	caf1A		COG3188	F1 capsule-anchoring protein
IBMGGBPB_02410	CDS	471				hypothetical protein
IBMGGBPB_02411	CDS	822				hypothetical protein
IBMGGBPB_02412	CDS	612				hypothetical protein
IBMGGBPB_02413	CDS	948	dmlR_5			HTH-type transcriptional regulator DmlR
IBMGGBPB_02414	CDS	720	pagN		COG3637	Outer membrane protein PagN
IBMGGBPB_02415	CDS	408				hypothetical protein
IBMGGBPB_02416	CDS	768	yafV	3.5.1.3		Omega-amidase YafV
IBMGGBPB_02417	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
IBMGGBPB_02418	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
IBMGGBPB_02419	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
IBMGGBPB_02420	CDS	741				hypothetical protein
IBMGGBPB_02421	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
IBMGGBPB_02422	CDS	975	rtcB_2	6.5.1.-	COG1690	RNA-splicing ligase RtcB
IBMGGBPB_02423	CDS	162				hypothetical protein
IBMGGBPB_02424	CDS	615	prfB_1		COG1186	Peptide chain release factor RF2
IBMGGBPB_02425	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
IBMGGBPB_02426	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
IBMGGBPB_02427	CDS	1245				hypothetical protein
IBMGGBPB_02428	CDS	402	crl			Sigma factor-binding protein Crl
IBMGGBPB_02429	CDS	1053	phoE		COG3203	Outer membrane porin PhoE
IBMGGBPB_02430	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
IBMGGBPB_02431	CDS	1251	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
IBMGGBPB_02432	tRNA	76				tRNA-Thr(cgt)
IBMGGBPB_02433	CDS	1164	xerD_1			Tyrosine recombinase XerD
IBMGGBPB_02434	CDS	138				hypothetical protein
IBMGGBPB_02435	CDS	396				hypothetical protein
IBMGGBPB_02436	CDS	474				hypothetical protein
IBMGGBPB_02437	CDS	450				hypothetical protein
IBMGGBPB_02438	CDS	300				hypothetical protein
IBMGGBPB_02439	CDS	399				hypothetical protein
IBMGGBPB_02440	CDS	294				hypothetical protein
IBMGGBPB_02441	CDS	285				hypothetical protein
IBMGGBPB_02442	CDS	708				hypothetical protein
IBMGGBPB_02443	CDS	144				hypothetical protein
IBMGGBPB_02444	CDS	189				hypothetical protein
IBMGGBPB_02445	CDS	126				hypothetical protein
IBMGGBPB_02446	CDS	291				hypothetical protein
IBMGGBPB_02447	CDS	243				hypothetical protein
IBMGGBPB_02448	CDS	201				hypothetical protein
IBMGGBPB_02449	CDS	579				hypothetical protein
IBMGGBPB_02450	CDS	303				hypothetical protein
IBMGGBPB_02451	CDS	360			COG1974	putative HTH-type transcriptional regulator
IBMGGBPB_02452	CDS	186				hypothetical protein
IBMGGBPB_02453	CDS	279				hypothetical protein
IBMGGBPB_02454	CDS	147				hypothetical protein
IBMGGBPB_02455	CDS	816				hypothetical protein
IBMGGBPB_02456	CDS	1377	dnaB_2	3.6.4.12	COG0305	Replicative DNA helicase
IBMGGBPB_02457	CDS	438				hypothetical protein
IBMGGBPB_02458	CDS	333				hypothetical protein
IBMGGBPB_02459	CDS	177				hypothetical protein
IBMGGBPB_02460	CDS	612				hypothetical protein
IBMGGBPB_02461	CDS	225				hypothetical protein
IBMGGBPB_02462	CDS	204				hypothetical protein
IBMGGBPB_02463	CDS	180				hypothetical protein
IBMGGBPB_02464	CDS	624				hypothetical protein
IBMGGBPB_02465	CDS	519				hypothetical protein
IBMGGBPB_02466	CDS	327				hypothetical protein
IBMGGBPB_02467	CDS	438	rrrD	3.2.1.17	COG3772	Lysozyme RrrD
IBMGGBPB_02468	CDS	471				hypothetical protein
IBMGGBPB_02469	CDS	522				hypothetical protein
IBMGGBPB_02470	CDS	243				hypothetical protein
IBMGGBPB_02471	CDS	390				hypothetical protein
IBMGGBPB_02472	CDS	405				hypothetical protein
IBMGGBPB_02473	CDS	489				hypothetical protein
IBMGGBPB_02474	CDS	1500				hypothetical protein
IBMGGBPB_02475	CDS	2178				hypothetical protein
IBMGGBPB_02476	CDS	912				hypothetical protein
IBMGGBPB_02477	CDS	1293				hypothetical protein
IBMGGBPB_02478	CDS	210				hypothetical protein
IBMGGBPB_02479	CDS	501				hypothetical protein
IBMGGBPB_02480	CDS	1419				hypothetical protein
IBMGGBPB_02481	CDS	639				hypothetical protein
IBMGGBPB_02482	CDS	456				hypothetical protein
IBMGGBPB_02483	CDS	690				hypothetical protein
IBMGGBPB_02484	CDS	1416				hypothetical protein
IBMGGBPB_02485	CDS	1830				hypothetical protein
IBMGGBPB_02486	CDS	330				hypothetical protein
IBMGGBPB_02487	CDS	366				hypothetical protein
IBMGGBPB_02488	CDS	252				hypothetical protein
IBMGGBPB_02489	CDS	225				hypothetical protein
IBMGGBPB_02490	CDS	903				hypothetical protein
IBMGGBPB_02491	CDS	1968				hypothetical protein
IBMGGBPB_02492	CDS	1923				hypothetical protein
IBMGGBPB_02493	CDS	303				hypothetical protein
IBMGGBPB_02494	CDS	345	ddrA_1			Diol dehydratase-reactivating factor alpha subunit
IBMGGBPB_02495	CDS	417	ddrA_2			Diol dehydratase-reactivating factor alpha subunit
IBMGGBPB_02496	CDS	300				hypothetical protein
IBMGGBPB_02497	CDS	1233	ynfM_1			Inner membrane transport protein YnfM
IBMGGBPB_02498	CDS	1422	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
IBMGGBPB_02499	CDS	627	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
IBMGGBPB_02500	CDS	879				hypothetical protein
IBMGGBPB_02501	CDS	915	dehH1	3.8.1.3		Haloacetate dehalogenase H-1
IBMGGBPB_02502	CDS	522	dmlR_6			HTH-type transcriptional regulator DmlR
IBMGGBPB_02503	CDS	465	dmlR_7			HTH-type transcriptional regulator DmlR
IBMGGBPB_02504	CDS	273				hypothetical protein
IBMGGBPB_02505	CDS	399				hypothetical protein
IBMGGBPB_02506	CDS	759	fimC_1			Chaperone protein FimC
IBMGGBPB_02507	CDS	1326				hypothetical protein
IBMGGBPB_02508	CDS	2568	fimD_2		COG3188	Outer membrane usher protein FimD
IBMGGBPB_02509	CDS	762	yadV			putative fimbrial chaperone YadV
IBMGGBPB_02510	CDS	537	sfaA			S-fimbrial protein subunit SfaA
IBMGGBPB_02511	CDS	735				hypothetical protein
IBMGGBPB_02512	CDS	501				hypothetical protein
IBMGGBPB_02513	CDS	1575	pdeN_1	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
IBMGGBPB_02514	CDS	744				hypothetical protein
IBMGGBPB_02515	CDS	489				hypothetical protein
IBMGGBPB_02516	CDS	198				hypothetical protein
IBMGGBPB_02517	CDS	333	ompX_1		COG3637	Outer membrane protein X
IBMGGBPB_02518	CDS	525				hypothetical protein
IBMGGBPB_02519	CDS	360				hypothetical protein
IBMGGBPB_02520	CDS	1458	oprM		COG1538	Outer membrane protein OprM
IBMGGBPB_02521	CDS	3168	oqxB7			multidrug efflux RND transporter permease subunit OqxB7
IBMGGBPB_02522	CDS	1227	bepF			Efflux pump periplasmic linker BepF
IBMGGBPB_02523	CDS	2289	actP_2	7.2.2.9		Copper-transporting P-type ATPase
IBMGGBPB_02524	CDS	465	hmrR_2			HTH-type transcriptional regulator HmrR
IBMGGBPB_02525	CDS	195				hypothetical protein
IBMGGBPB_02526	CDS	1254	yjhB_2			Putative metabolite transport protein YjhB
IBMGGBPB_02527	CDS	1959				hypothetical protein
IBMGGBPB_02528	CDS	2973				hypothetical protein
IBMGGBPB_02529	CDS	102				hypothetical protein
IBMGGBPB_02530	CDS	1404				hypothetical protein
IBMGGBPB_02531	CDS	1011	appB_1	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
IBMGGBPB_02532	CDS	132				hypothetical protein
IBMGGBPB_02533	CDS	1005	rhaR_5			HTH-type transcriptional activator RhaR
IBMGGBPB_02534	CDS	2091	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
IBMGGBPB_02535	CDS	633	rhtC_2		COG1280	Threonine efflux protein
IBMGGBPB_02536	CDS	276				hypothetical protein
IBMGGBPB_02537	CDS	1626	prpR		COG1221	Propionate catabolism operon regulatory protein
IBMGGBPB_02538	CDS	888	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
IBMGGBPB_02539	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
IBMGGBPB_02540	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
IBMGGBPB_02541	CDS	1887	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
IBMGGBPB_02542	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
IBMGGBPB_02543	CDS	2937				hypothetical protein
IBMGGBPB_02544	CDS	624	iprA_3			Inhibitor of hydrogen peroxide resistance
IBMGGBPB_02545	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
IBMGGBPB_02546	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
IBMGGBPB_02547	CDS	1095				hypothetical protein
IBMGGBPB_02548	CDS	309	yaiY			Inner membrane protein YaiY
IBMGGBPB_02549	CDS	216				hypothetical protein
IBMGGBPB_02550	CDS	1113	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
IBMGGBPB_02551	CDS	684				hypothetical protein
IBMGGBPB_02552	CDS	1212	sbnD_2			Staphyloferrin B transporter
IBMGGBPB_02553	CDS	261	iraP			Anti-adapter protein IraP
IBMGGBPB_02554	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
IBMGGBPB_02555	CDS	1113	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
IBMGGBPB_02556	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
IBMGGBPB_02557	CDS	456				hypothetical protein
IBMGGBPB_02558	CDS	546	aroL	2.7.1.71	COG0703	Shikimate kinase 2
IBMGGBPB_02559	CDS	192	yaiA			putative protein YaiA
IBMGGBPB_02560	CDS	678				hypothetical protein
IBMGGBPB_02561	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
IBMGGBPB_02562	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
IBMGGBPB_02563	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
IBMGGBPB_02564	CDS	1173	araJ		COG2814	Putative transporter AraJ
IBMGGBPB_02565	CDS	3141	sbcC		COG0419	Nuclease SbcCD subunit C
IBMGGBPB_02566	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
IBMGGBPB_02567	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
IBMGGBPB_02568	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
IBMGGBPB_02569	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
IBMGGBPB_02570	CDS	1371	proY		COG1113	Proline-specific permease ProY
IBMGGBPB_02571	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
IBMGGBPB_02572	CDS	603	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
IBMGGBPB_02573	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
IBMGGBPB_02574	CDS	1065	queA_1	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
IBMGGBPB_02575	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
IBMGGBPB_02576	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
IBMGGBPB_02577	CDS	1815	secD		COG0342	Protein translocase subunit SecD
IBMGGBPB_02578	CDS	972	secF		COG0341	Protein translocase subunit SecF
IBMGGBPB_02579	CDS	366				hypothetical protein
IBMGGBPB_02580	CDS	693				hypothetical protein
IBMGGBPB_02581	CDS	348				hypothetical protein
IBMGGBPB_02582	CDS	108				hypothetical protein
IBMGGBPB_02583	CDS	864	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
IBMGGBPB_02584	CDS	540	yajI			putative lipoprotein YajI
IBMGGBPB_02585	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
IBMGGBPB_02586	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
IBMGGBPB_02587	CDS	471	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
IBMGGBPB_02588	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
IBMGGBPB_02589	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
IBMGGBPB_02590	CDS	516	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
IBMGGBPB_02591	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
IBMGGBPB_02592	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
IBMGGBPB_02593	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
IBMGGBPB_02594	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
IBMGGBPB_02595	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
IBMGGBPB_02596	CDS	798	phnV		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
IBMGGBPB_02597	CDS	861	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
IBMGGBPB_02598	CDS	1110	phnT		COG3842	Putative 2-aminoethylphosphonate import ATP-binding protein PhnT
IBMGGBPB_02599	CDS	1014	phnS		COG1840	Putative 2-aminoethylphosphonate-binding periplasmic protein
IBMGGBPB_02600	CDS	720	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
IBMGGBPB_02601	CDS	1104	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
IBMGGBPB_02602	CDS	810	phnX	3.11.1.1	COG0637	Phosphonoacetaldehyde hydrolase
IBMGGBPB_02603	CDS	591	yajL_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
IBMGGBPB_02604	CDS	912	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
IBMGGBPB_02605	CDS	492				hypothetical protein
IBMGGBPB_02606	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
IBMGGBPB_02607	CDS	1512				hypothetical protein
IBMGGBPB_02608	CDS	1494				hypothetical protein
IBMGGBPB_02609	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
IBMGGBPB_02610	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
IBMGGBPB_02611	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
IBMGGBPB_02612	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
IBMGGBPB_02613	CDS	957	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
IBMGGBPB_02614	CDS	1482	ampG		COG0477	Anhydromuropeptide permease
IBMGGBPB_02615	CDS	633				hypothetical protein
IBMGGBPB_02616	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
IBMGGBPB_02617	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
IBMGGBPB_02618	CDS	624	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
IBMGGBPB_02619	CDS	1272	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
IBMGGBPB_02620	CDS	2355	lon_3	3.4.21.53	COG0466	Lon protease
IBMGGBPB_02621	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
IBMGGBPB_02622	CDS	1869	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
IBMGGBPB_02623	CDS	375			COG1555	putative protein
IBMGGBPB_02624	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
IBMGGBPB_02625	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
IBMGGBPB_02626	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
IBMGGBPB_02627	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
IBMGGBPB_02628	CDS	1056	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
IBMGGBPB_02629	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
IBMGGBPB_02630	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
IBMGGBPB_02631	CDS	1782	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
IBMGGBPB_02632	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
IBMGGBPB_02633	CDS	1287	amtB			Ammonia channel
IBMGGBPB_02634	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
IBMGGBPB_02635	CDS	570	ybaY		COG3126	putative lipoprotein YbaY
IBMGGBPB_02636	CDS	312	atl		COG3695	DNA base-flipping protein
IBMGGBPB_02637	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
IBMGGBPB_02638	CDS	261	rpmE2		COG0254	50S ribosomal protein L31 type B
IBMGGBPB_02639	CDS	471	ylaC			Inner membrane protein YlaC
IBMGGBPB_02640	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
IBMGGBPB_02641	CDS	219	hha			Hemolysin expression-modulating protein Hha
IBMGGBPB_02642	CDS	375	tomB			Hha toxicity modulator TomB
IBMGGBPB_02643	CDS	3150	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
IBMGGBPB_02644	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
IBMGGBPB_02645	CDS	654	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
IBMGGBPB_02646	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
