locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCJMANHL_02918	CDS	744	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
GCJMANHL_02919	CDS	984	zntB_1		COG0598	Zinc transport protein ZntB
GCJMANHL_02920	CDS	1374	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
GCJMANHL_02921	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
GCJMANHL_02922	CDS	435	uspF		COG0589	Universal stress protein F
GCJMANHL_02923	CDS	213				hypothetical protein
GCJMANHL_02924	CDS	1125	ompN_2		COG3203	Outer membrane porin N
GCJMANHL_02925	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
GCJMANHL_02926	CDS	264				hypothetical protein
GCJMANHL_02927	CDS	441	hslJ		COG3187	Heat shock protein HslJ
GCJMANHL_02928	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
GCJMANHL_02929	CDS	501	yabI_1		COG0586	Inner membrane protein YabI
GCJMANHL_02930	CDS	2640				hypothetical protein
GCJMANHL_02931	CDS	186				hypothetical protein
GCJMANHL_02932	CDS	324				hypothetical protein
GCJMANHL_02933	CDS	903	feaR		COG2207	Transcriptional activator FeaR
GCJMANHL_02934	CDS	1500	feaB_2	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
GCJMANHL_02935	CDS	891		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
GCJMANHL_02936	CDS	951				hypothetical protein
GCJMANHL_02937	CDS	2268	maoA	1.4.3.21	COG3733	Primary amine oxidase
GCJMANHL_02938	CDS	2046	paaZ		COG2030	Bifunctional protein PaaZ
GCJMANHL_02939	CDS	930	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
GCJMANHL_02940	CDS	288	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
GCJMANHL_02941	CDS	756	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
GCJMANHL_02942	CDS	498	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
GCJMANHL_02943	CDS	1071	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
GCJMANHL_02944	CDS	768	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
GCJMANHL_02945	CDS	789	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
GCJMANHL_02946	CDS	1422	paaH	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
GCJMANHL_02947	CDS	423	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
GCJMANHL_02948	CDS	1206	paaJ	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
GCJMANHL_02949	CDS	1317	paaK	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
GCJMANHL_02950	CDS	936	paaX		COG3327	Transcriptional repressor PaaX
GCJMANHL_02951	CDS	597	yrdA_2		COG0663	Protein YrdA
GCJMANHL_02952	CDS	408				hypothetical protein
GCJMANHL_02953	CDS	606	azoR_2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
GCJMANHL_02954	CDS	3903				hypothetical protein
GCJMANHL_02955	CDS	660		2.1.1.6	COG4122	Catechol O-methyltransferase
GCJMANHL_02956	CDS	1380	oprM_2		COG1538	Outer membrane protein OprM
GCJMANHL_02957	CDS	1086	emrA_2			Colistin resistance protein EmrA
GCJMANHL_02958	CDS	1653				hypothetical protein
GCJMANHL_02959	CDS	432	slyA_1		COG1846	Transcriptional regulator SlyA
GCJMANHL_02960	CDS	948	pgrR_5			HTH-type transcriptional regulator PgrR
GCJMANHL_02961	CDS	999	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
GCJMANHL_02962	CDS	1275	gdhA_1	1.4.1.3	COG0334	Glutamate dehydrogenase
GCJMANHL_02963	CDS	1206	astC_1	2.6.1.81	COG4992	Succinylornithine transaminase
GCJMANHL_02964	CDS	1023	astA_1	2.3.1.109	COG3138	Arginine N-succinyltransferase
GCJMANHL_02965	CDS	1467	astD_1	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
GCJMANHL_02966	CDS	1341	astB_2	3.5.3.23	COG3724	N-succinylarginine dihydrolase
GCJMANHL_02967	CDS	996	astE_2	3.5.1.96	COG2988	Succinylglutamate desuccinylase
GCJMANHL_02968	CDS	1431	cycA_2		COG1113	D-serine/D-alanine/glycine transporter
GCJMANHL_02969	CDS	1326	abaF_2			Fosfomycin resistance protein AbaF
GCJMANHL_02970	CDS	801	ydcF		COG1434	Protein YdcF
GCJMANHL_02971	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
GCJMANHL_02972	CDS	999	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
GCJMANHL_02973	CDS	159				hypothetical protein
GCJMANHL_02974	CDS	393	ydfO		COG5562	putative protein YdfO
GCJMANHL_02975	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
GCJMANHL_02976	CDS	1209				hypothetical protein
GCJMANHL_02977	CDS	354				hypothetical protein
GCJMANHL_02978	CDS	519				hypothetical protein
GCJMANHL_02979	CDS	204	ydfZ			Putative selenoprotein YdfZ
GCJMANHL_02980	CDS	1029	zntB_2		COG0598	Zinc transport protein ZntB
GCJMANHL_02981	CDS	1173	malY		COG1168	Protein MalY
GCJMANHL_02982	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
GCJMANHL_02983	CDS	1029	malI_2		COG1609	Maltose regulon regulatory protein MalI
GCJMANHL_02984	CDS	1506	ydgA		COG5339	Protein YdgA
GCJMANHL_02985	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
GCJMANHL_02986	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
GCJMANHL_02987	CDS	1401	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
GCJMANHL_02988	CDS	933	tus			DNA replication terminus site-binding protein
GCJMANHL_02989	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
GCJMANHL_02990	CDS	363				hypothetical protein
GCJMANHL_02991	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
GCJMANHL_02992	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
GCJMANHL_02993	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
GCJMANHL_02994	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
GCJMANHL_02995	CDS	951	ydgH			Protein YdgH
GCJMANHL_02996	CDS	1530	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
GCJMANHL_02997	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
GCJMANHL_02998	CDS	222				hypothetical protein
GCJMANHL_02999	CDS	951	uspE		COG0589	Universal stress protein E
GCJMANHL_03000	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
GCJMANHL_03001	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
GCJMANHL_03002	CDS	159				hypothetical protein
GCJMANHL_03003	CDS	1527	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
GCJMANHL_03004	CDS	1446	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
GCJMANHL_03005	CDS	1311	iaaH	3.5.1.-		Indole-3-acetyl-aspartic acid hydrolase
GCJMANHL_03006	CDS	909	tsaR_3			HTH-type transcriptional regulator TsaR
GCJMANHL_03007	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
GCJMANHL_03008	CDS	807	pcaR_1		COG1414	Pca regulon regulatory protein
GCJMANHL_03009	CDS	687	pcaI	2.8.3.6	COG1788	3-oxoadipate CoA-transferase subunit A
GCJMANHL_03010	CDS	657	pcaJ	2.8.3.6	COG2057	3-oxoadipate CoA-transferase subunit B
GCJMANHL_03011	CDS	1203	pcaF	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
GCJMANHL_03012	CDS	1353	pcaB	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
GCJMANHL_03013	CDS	765	catD	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
GCJMANHL_03014	CDS	390				hypothetical protein
GCJMANHL_03015	CDS	1086				hypothetical protein
GCJMANHL_03016	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
GCJMANHL_03017	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
GCJMANHL_03018	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
GCJMANHL_03019	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
GCJMANHL_03020	CDS	1395	galP			Galactose-proton symporter
GCJMANHL_03021	CDS	459	sprT			Protein SprT
GCJMANHL_03022	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
GCJMANHL_03023	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
GCJMANHL_03024	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
GCJMANHL_03025	CDS	564				hypothetical protein
GCJMANHL_03026	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
GCJMANHL_03027	CDS	654	csgD		COG2771	CsgBAC operon transcriptional regulatory protein
GCJMANHL_03028	CDS	981	yggR		COG2805	putative protein YggR
GCJMANHL_03029	CDS	702	yggS		COG0325	Pyridoxal phosphate homeostasis protein
GCJMANHL_03030	CDS	567				hypothetical protein
GCJMANHL_03031	CDS	291				hypothetical protein
GCJMANHL_03032	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
GCJMANHL_03033	CDS	1140	hemW		COG0635	Heme chaperone HemW
GCJMANHL_03034	CDS	1047	xylF_1		COG4213	D-xylose-binding periplasmic protein
GCJMANHL_03035	CDS	810	frcA_1	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
GCJMANHL_03036	CDS	1248	xylH_1		COG4214	Xylose transport system permease protein XylH
GCJMANHL_03037	CDS	717				hypothetical protein
GCJMANHL_03038	CDS	327			COG3171	putative protein
GCJMANHL_03039	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
GCJMANHL_03040	CDS	1059	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
GCJMANHL_03041	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
GCJMANHL_03042	CDS	1086	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
GCJMANHL_03043	CDS	1254	nupG			Nucleoside permease NupG
GCJMANHL_03044	CDS	2139	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
GCJMANHL_03045	CDS	714	ydfK_2		COG1811	putative membrane protein YdfK
GCJMANHL_03046	tRNA	76				tRNA-Phe(gaa)
GCJMANHL_03047	CDS	864	intA_3		COG0582	Prophage integrase IntA
GCJMANHL_03048	CDS	2082				hypothetical protein
GCJMANHL_03049	CDS	2595	yraJ		COG3188	Outer membrane usher protein YraJ
GCJMANHL_03050	CDS	765	yraI_2			putative fimbrial chaperone YraI
GCJMANHL_03051	CDS	774	elfD_1		COG3121	putative fimbrial chaperone protein ElfD
GCJMANHL_03052	CDS	579				hypothetical protein
GCJMANHL_03053	CDS	549				hypothetical protein
GCJMANHL_03054	CDS	681	elfD_2		COG3121	putative fimbrial chaperone protein ElfD
GCJMANHL_03055	CDS	516				hypothetical protein
GCJMANHL_03056	CDS	1377	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
GCJMANHL_03057	CDS	1149	metC_1	4.4.1.13	COG0626	Cystathionine beta-lyase
GCJMANHL_03058	CDS	912	dmlR_7			HTH-type transcriptional regulator DmlR
GCJMANHL_03059	CDS	603				hypothetical protein
GCJMANHL_03060	CDS	345				hypothetical protein
GCJMANHL_03061	CDS	189				hypothetical protein
GCJMANHL_03062	CDS	90				hypothetical protein
GCJMANHL_03063	CDS	1182	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
GCJMANHL_03064	CDS	1866	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
GCJMANHL_03065	CDS	561				hypothetical protein
GCJMANHL_03066	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
GCJMANHL_03067	CDS	288				hypothetical protein
GCJMANHL_03068	CDS	888				hypothetical protein
GCJMANHL_03069	CDS	495				hypothetical protein
GCJMANHL_03070	CDS	1524		3.2.1.-		Beta-xylosidase
GCJMANHL_03071	CDS	1419	yicJ_1		COG2211	Inner membrane symporter YicJ
GCJMANHL_03072	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
GCJMANHL_03073	CDS	732	exbB		COG0811	Biopolymer transport protein ExbB
GCJMANHL_03074	CDS	1188	metC_2	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
GCJMANHL_03075	CDS	660	yghB		COG0586	Inner membrane protein YghB
GCJMANHL_03076	CDS	900	rhaS_5			HTH-type transcriptional activator RhaS
GCJMANHL_03077	CDS	1164	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
GCJMANHL_03078	CDS	828	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
GCJMANHL_03079	CDS	528				hypothetical protein
GCJMANHL_03080	CDS	2184				hypothetical protein
GCJMANHL_03081	CDS	1413	ftsP		COG2132	Cell division protein FtsP
GCJMANHL_03082	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
GCJMANHL_03083	CDS	2259	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
GCJMANHL_03084	CDS	870	rhaS_6			HTH-type transcriptional activator RhaS
GCJMANHL_03085	CDS	396	ygiW_1		COG3111	Protein YgiW
GCJMANHL_03086	CDS	660	qseB			Transcriptional regulatory protein QseB
GCJMANHL_03087	CDS	1350	qseC	2.7.13.3		Sensor protein QseC
GCJMANHL_03088	CDS	582	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
GCJMANHL_03089	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
GCJMANHL_03090	CDS	1896	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
GCJMANHL_03091	CDS	576				hypothetical protein
GCJMANHL_03092	CDS	828	cpdA_2	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
GCJMANHL_03093	CDS	423				hypothetical protein
GCJMANHL_03094	CDS	633	nudF	3.6.1.13		ADP-ribose pyrophosphatase
GCJMANHL_03095	CDS	1470	tolC			Outer membrane protein TolC
GCJMANHL_03096	CDS	672				hypothetical protein
GCJMANHL_03097	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
GCJMANHL_03098	CDS	792	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
GCJMANHL_03099	CDS	771	zupT		COG0428	Zinc transporter ZupT
GCJMANHL_03100	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
GCJMANHL_03101	CDS	273	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
GCJMANHL_03102	CDS	198	glgS_1			Surface composition regulator
GCJMANHL_03103	CDS	1434	hldE		COG2870	Bifunctional protein HldE
GCJMANHL_03104	CDS	2838	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
GCJMANHL_03105	CDS	1299	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
GCJMANHL_03106	CDS	621				hypothetical protein
GCJMANHL_03107	CDS	1242	cca		COG0617	Multifunctional CCA protein
GCJMANHL_03108	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
GCJMANHL_03109	CDS	384	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
GCJMANHL_03110	CDS	618	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
GCJMANHL_03111	CDS	825	ureD			Urease accessory protein UreD
GCJMANHL_03112	CDS	303	ureA	3.5.1.5		Urease subunit gamma
GCJMANHL_03113	CDS	321	ureB	3.5.1.5		Urease subunit beta
GCJMANHL_03114	CDS	1704	ureC	3.5.1.5		Urease subunit alpha
GCJMANHL_03115	CDS	477	ureE			Urease accessory protein UreE
GCJMANHL_03116	CDS	711	ureF			Urease accessory protein UreF
GCJMANHL_03117	CDS	618	ureG			Urease accessory protein UreG
GCJMANHL_03118	CDS	1608				hypothetical protein
GCJMANHL_03119	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
GCJMANHL_03120	CDS	216	rpsU		COG0828	30S ribosomal protein S21
GCJMANHL_03121	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
GCJMANHL_03122	CDS	1842	rpoD		COG0568	RNA polymerase sigma factor RpoD
GCJMANHL_03123	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
GCJMANHL_03124	tRNA	76				tRNA-Met(cat)
GCJMANHL_03125	CDS	834				hypothetical protein
GCJMANHL_03126	CDS	342	ykfI			Toxin YkfI
GCJMANHL_03127	CDS	318	yfjZ			Antitoxin YfjZ
GCJMANHL_03128	CDS	228				hypothetical protein
GCJMANHL_03129	CDS	477				hypothetical protein
GCJMANHL_03130	CDS	459	klcA_1			Antirestriction protein KlcA
GCJMANHL_03131	CDS	240				hypothetical protein
GCJMANHL_03132	CDS	3156	flu_1		COG3468	Antigen 43
GCJMANHL_03133	CDS	684				hypothetical protein
GCJMANHL_03134	CDS	828				hypothetical protein
GCJMANHL_03135	CDS	864	era_2			GTPase Era
GCJMANHL_03136	CDS	684				hypothetical protein
GCJMANHL_03137	CDS	345				hypothetical protein
GCJMANHL_03138	CDS	927				hypothetical protein
GCJMANHL_03139	CDS	1308				hypothetical protein
GCJMANHL_03140	CDS	504			COG1662	IS1 family transposase IS1R
GCJMANHL_03141	CDS	1086				hypothetical protein
GCJMANHL_03142	CDS	951	talB_1	2.2.1.2	COG0176	Transaldolase B
GCJMANHL_03143	CDS	459	derI	5.3.1.34	COG0698	D-erythrulose-4-phosphate isomerase
GCJMANHL_03144	CDS	375	srlB_2		COG3731	PTS system glucitol/sorbitol-specific EIIA component
GCJMANHL_03145	CDS	1020	kdgT			2-keto-3-deoxygluconate permease
GCJMANHL_03146	CDS	1719				hypothetical protein
GCJMANHL_03147	CDS	1008	pdxA2_1	1.1.1.409	COG1995	D-erythronate 4-phosphate dehydrogenase
GCJMANHL_03148	CDS	798	eryH	5.3.1.33		L-erythrulose-1-phosphate isomerase
GCJMANHL_03149	CDS	963	sorC_2		COG2390	Sorbitol operon regulator
GCJMANHL_03150	CDS	345				hypothetical protein
GCJMANHL_03151	CDS	831	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
GCJMANHL_03152	CDS	912	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
GCJMANHL_03153	CDS	1245	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
GCJMANHL_03154	CDS	702	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
GCJMANHL_03155	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
GCJMANHL_03156	CDS	3447	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
GCJMANHL_03157	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
GCJMANHL_03158	CDS	258	bhsA_2			Multiple stress resistance protein BhsA
GCJMANHL_03159	CDS	636	comR			HTH-type transcriptional repressor ComR
GCJMANHL_03160	CDS	2190	iutA			Ferric aerobactin receptor
GCJMANHL_03161	CDS	540				hypothetical protein
GCJMANHL_03162	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
GCJMANHL_03163	CDS	543				hypothetical protein
GCJMANHL_03164	CDS	1023	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
GCJMANHL_03165	CDS	828	thiK	2.7.1.89	COG0510	Thiamine kinase
GCJMANHL_03166	CDS	648	lpoB		COG3417	Penicillin-binding protein activator LpoB
GCJMANHL_03167	CDS	375				hypothetical protein
GCJMANHL_03168	CDS	357	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
GCJMANHL_03169	CDS	1434	ptsG		COG1263	PTS system glucose-specific EIICB component
GCJMANHL_03170	CDS	795	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
GCJMANHL_03171	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
GCJMANHL_03172	CDS	642	tmk	2.7.4.9	COG0125	Thymidylate kinase
GCJMANHL_03173	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
GCJMANHL_03174	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
GCJMANHL_03175	CDS	1242	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
GCJMANHL_03176	CDS	237	acpP			Acyl carrier protein
GCJMANHL_03177	CDS	735	fabG_8	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GCJMANHL_03178	CDS	246	fabD_2	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
GCJMANHL_03179	CDS	660	fabD_3	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
GCJMANHL_03180	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
GCJMANHL_03181	CDS	1161	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
GCJMANHL_03182	CDS	174	rpmF		COG0333	50S ribosomal protein L32
GCJMANHL_03183	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
GCJMANHL_03184	CDS	585	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
GCJMANHL_03185	CDS	996	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
GCJMANHL_03186	CDS	3234	rne	3.1.26.12	COG1530	Ribonuclease E
GCJMANHL_03187	CDS	936	dmlR_8			HTH-type transcriptional regulator DmlR
GCJMANHL_03188	CDS	1215	sotB_1			sugar efflux transporter
GCJMANHL_03189	CDS	1536	murJ		COG0728	putative lipid II flippase MurJ
GCJMANHL_03190	CDS	858	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
GCJMANHL_03191	CDS	765				hypothetical protein
GCJMANHL_03192	CDS	624	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
GCJMANHL_03193	CDS	1209	mdtH_1			Multidrug resistance protein MdtH
GCJMANHL_03194	CDS	561	yceB			putative lipoprotein YceB
GCJMANHL_03195	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
GCJMANHL_03196	CDS	252	dinI_4			DNA damage-inducible protein I
GCJMANHL_03197	CDS	255	bssS			Biofilm regulator BssS
GCJMANHL_03198	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
GCJMANHL_03199	CDS	114	yceO			putative protein YceO
GCJMANHL_03200	CDS	1065				hypothetical protein
GCJMANHL_03201	CDS	921	lpxL_1	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
GCJMANHL_03202	CDS	1227	sbnD_2			Staphyloferrin B transporter
GCJMANHL_03203	CDS	387				hypothetical protein
GCJMANHL_03204	CDS	228				hypothetical protein
GCJMANHL_03205	CDS	2529	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
GCJMANHL_03206	CDS	1554	mdoG		COG3131	Glucans biosynthesis protein G
GCJMANHL_03207	CDS	1170	mdoC	2.1.-.-		Glucans biosynthesis protein C
GCJMANHL_03208	CDS	594	betI_2			HTH-type transcriptional regulator BetI
GCJMANHL_03209	CDS	528	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
GCJMANHL_03210	CDS	483	ycdZ			Inner membrane protein YcdZ
GCJMANHL_03211	CDS	555	ycdY		COG3381	Chaperone protein YcdY
GCJMANHL_03212	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
GCJMANHL_03213	CDS	939	ghrA_2	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
GCJMANHL_03214	tRNA	88				tRNA-Ser(gga)
GCJMANHL_03215	CDS	906	dmlR_9			HTH-type transcriptional regulator DmlR
GCJMANHL_03216	CDS	861				hypothetical protein
GCJMANHL_03217	CDS	678	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
GCJMANHL_03218	tRNA	88				tRNA-Ser(gga)
GCJMANHL_03219	CDS	201				hypothetical protein
GCJMANHL_03220	CDS	276			COG1662	IS1 family transposase IS1D
GCJMANHL_03221	CDS	378			COG1662	IS1 family transposase IS1R
GCJMANHL_03222	CDS	1902	tktA_1	2.2.1.1	COG0021	Transketolase 1
GCJMANHL_03223	CDS	1029	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
GCJMANHL_03224	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
GCJMANHL_03225	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
GCJMANHL_03226	CDS	858	mscS		COG0668	Small-conductance mechanosensitive channel
GCJMANHL_03227	CDS	636	argO		COG1279	Arginine exporter protein ArgO
GCJMANHL_03228	CDS	768			COG2968	26 kDa periplasmic immunogenic protein
GCJMANHL_03229	CDS	894	argP_2		COG0583	HTH-type transcriptional regulator ArgP
GCJMANHL_03230	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
GCJMANHL_03231	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
GCJMANHL_03232	CDS	597	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
GCJMANHL_03233	CDS	330	zapA		COG3027	Cell division protein ZapA
GCJMANHL_03234	CDS	585				hypothetical protein
GCJMANHL_03235	CDS	1317	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
GCJMANHL_03236	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
GCJMANHL_03237	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
GCJMANHL_03238	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
GCJMANHL_03239	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
GCJMANHL_03240	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
GCJMANHL_03241	CDS	744	ygfF	1.-.-.-		putative oxidoreductase YgfF
GCJMANHL_03242	CDS	504	resA			Thiol-disulfide oxidoreductase ResA
GCJMANHL_03243	CDS	612				hypothetical protein
GCJMANHL_03244	CDS	2010	dsbD_2	1.8.1.8		Thiol:disulfide interchange protein DsbD
GCJMANHL_03245	CDS	360				hypothetical protein
GCJMANHL_03246	CDS	1434	bglA_3	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
GCJMANHL_03247	CDS	735	glvR		COG1737	HTH-type transcriptional regulator GlvR
GCJMANHL_03248	CDS	312				hypothetical protein
GCJMANHL_03249	CDS	660				hypothetical protein
GCJMANHL_03250	CDS	984	ygfZ		COG0354	tRNA-modifying protein YgfZ
GCJMANHL_03251	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
GCJMANHL_03252	CDS	411	ygfX			Inner membrane protein YgfX
