locus_tag	ftype	length_bp	gene	EC_number	COG	product
BBPJPPNJ_02641	CDS	1041	nucS	3.1.-.-		Endonuclease NucS
BBPJPPNJ_02642	CDS	150				hypothetical protein
BBPJPPNJ_02643	CDS	315				hypothetical protein
BBPJPPNJ_02644	CDS	348				hypothetical protein
BBPJPPNJ_02645	CDS	2394				hypothetical protein
BBPJPPNJ_02646	CDS	129				hypothetical protein
BBPJPPNJ_02647	CDS	729				hypothetical protein
BBPJPPNJ_02648	CDS	906				hypothetical protein
BBPJPPNJ_02649	CDS	195				hypothetical protein
BBPJPPNJ_02650	CDS	420				hypothetical protein
BBPJPPNJ_02651	CDS	315				hypothetical protein
BBPJPPNJ_02652	CDS	783	linC	1.1.1.-	COG1028	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase
BBPJPPNJ_02653	CDS	444				hypothetical protein
BBPJPPNJ_02654	CDS	276				hypothetical protein
BBPJPPNJ_02655	CDS	393				hypothetical protein
BBPJPPNJ_02656	CDS	366				hypothetical protein
BBPJPPNJ_02657	CDS	255				hypothetical protein
BBPJPPNJ_02658	CDS	1623	rcsC_16	2.7.13.3		Sensor histidine kinase RcsC
BBPJPPNJ_02659	CDS	669	pknL	2.7.11.1	COG0515	Serine/threonine-protein kinase PknL
BBPJPPNJ_02660	CDS	1077				hypothetical protein
BBPJPPNJ_02661	CDS	225				hypothetical protein
BBPJPPNJ_02662	CDS	432	vapC_2	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
BBPJPPNJ_02663	CDS	291				hypothetical protein
BBPJPPNJ_02664	CDS	1488	sasA_15	2.7.-.-		Adaptive-response sensory-kinase SasA
BBPJPPNJ_02665	CDS	348				hypothetical protein
BBPJPPNJ_02666	CDS	309				hypothetical protein
BBPJPPNJ_02667	CDS	363				hypothetical protein
BBPJPPNJ_02668	CDS	348				hypothetical protein
BBPJPPNJ_02669	CDS	1527	tpl	4.1.99.2	COG3033	Tyrosine phenol-lyase
BBPJPPNJ_02670	CDS	1140				hypothetical protein
BBPJPPNJ_02671	CDS	681				hypothetical protein
BBPJPPNJ_02672	CDS	1248	sufS	2.8.1.7	COG0520	Cysteine desulfurase
BBPJPPNJ_02673	CDS	318				hypothetical protein
	repeat_region	1042				
BBPJPPNJ_02674	CDS	465				ISL3 family transposase ISMae37
BBPJPPNJ_02675	CDS	828				hypothetical protein
BBPJPPNJ_02676	CDS	999				hypothetical protein
BBPJPPNJ_02677	CDS	441				hypothetical protein
BBPJPPNJ_02678	CDS	1209	smc_8			Chromosome partition protein Smc
BBPJPPNJ_02679	CDS	1245				hypothetical protein
BBPJPPNJ_02680	CDS	951	xerC_8		COG4973	Tyrosine recombinase XerC
BBPJPPNJ_02681	CDS	3864				hypothetical protein
BBPJPPNJ_02682	CDS	255				hypothetical protein
BBPJPPNJ_02683	CDS	207				hypothetical protein
BBPJPPNJ_02684	CDS	612				hypothetical protein
BBPJPPNJ_02685	CDS	915	tri1	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
BBPJPPNJ_02686	CDS	1002	mreB		COG1077	Cell shape-determining protein MreB
BBPJPPNJ_02687	CDS	915				hypothetical protein
BBPJPPNJ_02688	CDS	594				hypothetical protein
BBPJPPNJ_02689	CDS	1884	pknD_11	2.7.11.1		Serine/threonine-protein kinase PknD
BBPJPPNJ_02690	CDS	927				hypothetical protein
BBPJPPNJ_02691	CDS	324	gltP_2		COG1301	Proton/glutamate-aspartate symporter
BBPJPPNJ_02692	CDS	777				hypothetical protein
BBPJPPNJ_02693	CDS	858			COG1305	putative protein
BBPJPPNJ_02694	CDS	951			COG2307	putative protein
BBPJPPNJ_02695	CDS	1443			COG2308	putative protein
BBPJPPNJ_02696	CDS	1044	trpD2_1	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase 2
BBPJPPNJ_02697	CDS	1239				hypothetical protein
BBPJPPNJ_02698	CDS	567	ycf4			Photosystem I assembly protein Ycf4
BBPJPPNJ_02699	CDS	429				hypothetical protein
BBPJPPNJ_02700	CDS	591				hypothetical protein
BBPJPPNJ_02701	CDS	309				hypothetical protein
BBPJPPNJ_02702	CDS	711	rplA		COG0081	50S ribosomal protein L1
BBPJPPNJ_02703	CDS	426	rplK		COG0080	50S ribosomal protein L11
BBPJPPNJ_02704	CDS	627	nusG		COG0250	Transcription termination/antitermination protein NusG
BBPJPPNJ_02705	CDS	240	secE			Protein translocase subunit SecE
BBPJPPNJ_02706	CDS	966				hypothetical protein
BBPJPPNJ_02707	CDS	1185	ndhH_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit H
BBPJPPNJ_02708	CDS	912	rhaR_3			HTH-type transcriptional activator RhaR
BBPJPPNJ_02709	CDS	1272				hypothetical protein
BBPJPPNJ_02710	CDS	735				hypothetical protein
BBPJPPNJ_02711	CDS	300				hypothetical protein
BBPJPPNJ_02712	CDS	321				hypothetical protein
BBPJPPNJ_02713	CDS	3354				hypothetical protein
BBPJPPNJ_02714	CDS	1443				hypothetical protein
BBPJPPNJ_02715	CDS	357				hypothetical protein
BBPJPPNJ_02716	CDS	615				hypothetical protein
BBPJPPNJ_02717	CDS	2571	apaH_1	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
BBPJPPNJ_02718	CDS	144				hypothetical protein
BBPJPPNJ_02719	CDS	693	cbbY_1	3.1.3.-	COG0637	Protein CbbY
BBPJPPNJ_02720	CDS	792	tfdA	1.14.11.-		Alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase
BBPJPPNJ_02721	CDS	1242		4.2.3.154	COG0337	Demethyl-4-deoxygadusol synthase
BBPJPPNJ_02722	CDS	825	trmR_3	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
BBPJPPNJ_02723	CDS	1347				hypothetical protein
BBPJPPNJ_02724	CDS	1059	vanB	6.1.2.1	COG1181	Vancomycin B-type resistance protein VanB
BBPJPPNJ_02725	CDS	1950	pknD_12	2.7.11.1		Serine/threonine-protein kinase PknD
BBPJPPNJ_02726	CDS	276	cysO		COG1977	Sulfur carrier protein CysO
BBPJPPNJ_02727	CDS	1299	trpB_2	4.2.1.20		Tryptophan synthase beta chain
BBPJPPNJ_02728	CDS	1404				hypothetical protein
BBPJPPNJ_02729	CDS	1458				hypothetical protein
BBPJPPNJ_02730	CDS	7911	dltA_2	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
BBPJPPNJ_02731	CDS	4137	dltA_3	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
BBPJPPNJ_02732	CDS	1269				hypothetical protein
BBPJPPNJ_02733	CDS	1308				hypothetical protein
BBPJPPNJ_02734	CDS	1218				hypothetical protein
BBPJPPNJ_02735	CDS	1209	mshA_10	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BBPJPPNJ_02736	CDS	1203				hypothetical protein
BBPJPPNJ_02737	CDS	873				hypothetical protein
BBPJPPNJ_02738	CDS	783	tagA_2	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
BBPJPPNJ_02739	CDS	2313				Iron-sulfur cluster carrier protein
BBPJPPNJ_02740	CDS	1809				hypothetical protein
BBPJPPNJ_02741	CDS	1230	arnC_6	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
BBPJPPNJ_02742	CDS	1437		1.13.11.75		Apocarotenoid-15,15'-oxygenase
BBPJPPNJ_02743	CDS	1971	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
BBPJPPNJ_02744	CDS	339				hypothetical protein
BBPJPPNJ_02745	CDS	204				hypothetical protein
BBPJPPNJ_02746	CDS	513				hypothetical protein
BBPJPPNJ_02747	CDS	459				hypothetical protein
BBPJPPNJ_02748	CDS	1902	dxs_2	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
BBPJPPNJ_02749	CDS	762	glcR		COG1349	HTH-type transcriptional repressor GlcR
BBPJPPNJ_02750	CDS	1077				hypothetical protein
BBPJPPNJ_02751	CDS	873				hypothetical protein
BBPJPPNJ_02752	CDS	132				hypothetical protein
BBPJPPNJ_02753	CDS	1065	napF			Ferredoxin-type protein NapF
BBPJPPNJ_02754	CDS	654	upp	2.4.2.9		Uracil phosphoribosyltransferase
BBPJPPNJ_02755	CDS	882	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
BBPJPPNJ_02756	CDS	399				hypothetical protein
BBPJPPNJ_02757	CDS	171				hypothetical protein
BBPJPPNJ_02758	CDS	357				hypothetical protein
BBPJPPNJ_02759	CDS	510	apcD_2			Phycobiliprotein beta chain
BBPJPPNJ_02760	CDS	279				hypothetical protein
BBPJPPNJ_02761	CDS	540	yrdA		COG0663	Protein YrdA
BBPJPPNJ_02762	CDS	1080	recA			Protein RecA
BBPJPPNJ_02763	CDS	330				hypothetical protein
BBPJPPNJ_02764	CDS	306				hypothetical protein
BBPJPPNJ_02765	CDS	840	nucA	3.1.30.-		Nuclease
BBPJPPNJ_02766	CDS	768				hypothetical protein
BBPJPPNJ_02767	CDS	645	ydjZ		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
BBPJPPNJ_02768	CDS	189				hypothetical protein
BBPJPPNJ_02769	CDS	651	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
BBPJPPNJ_02770	CDS	513				hypothetical protein
BBPJPPNJ_02771	CDS	1944	gsiA_2	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
BBPJPPNJ_02772	CDS	246				hypothetical protein
BBPJPPNJ_02773	CDS	204				hypothetical protein
BBPJPPNJ_02774	CDS	600				hypothetical protein
BBPJPPNJ_02775	CDS	984				hypothetical protein
BBPJPPNJ_02776	CDS	168				hypothetical protein
BBPJPPNJ_02777	CDS	153				hypothetical protein
BBPJPPNJ_02778	CDS	798				hypothetical protein
BBPJPPNJ_02779	CDS	774				hypothetical protein
BBPJPPNJ_02780	CDS	909				hypothetical protein
BBPJPPNJ_02781	CDS	390			COG2852	putative protein
BBPJPPNJ_02782	CDS	1233				hypothetical protein
BBPJPPNJ_02783	CDS	390				hypothetical protein
BBPJPPNJ_02784	CDS	333				hypothetical protein
BBPJPPNJ_02785	CDS	870				hypothetical protein
BBPJPPNJ_02786	CDS	1815				hypothetical protein
BBPJPPNJ_02787	CDS	627				hypothetical protein
BBPJPPNJ_02788	CDS	1137				hypothetical protein
BBPJPPNJ_02789	CDS	435	rapA_4	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
BBPJPPNJ_02790	CDS	396				hypothetical protein
BBPJPPNJ_02791	CDS	3378				hypothetical protein
BBPJPPNJ_02792	CDS	417				hypothetical protein
BBPJPPNJ_02793	CDS	3315	tolB_6			Tol-Pal system protein TolB
BBPJPPNJ_02794	CDS	327				hypothetical protein
BBPJPPNJ_02795	CDS	318				hypothetical protein
BBPJPPNJ_02796	CDS	375				hypothetical protein
BBPJPPNJ_02797	CDS	300				hypothetical protein
BBPJPPNJ_02798	CDS	402				hypothetical protein
	repeat_region	445				
BBPJPPNJ_02799	CDS	3498				hypothetical protein
BBPJPPNJ_02800	CDS	525				hypothetical protein
BBPJPPNJ_02801	CDS	363	afsQ1_2			Transcriptional regulatory protein AfsQ1
BBPJPPNJ_02802	CDS	1293	rcsC_17	2.7.13.3		Sensor histidine kinase RcsC
BBPJPPNJ_02803	CDS	2046	cph1_3	2.7.13.3		Phytochrome-like protein cph1
BBPJPPNJ_02804	CDS	432	rcp1_6			Response regulator rcp1
BBPJPPNJ_02805	CDS	4095	rcsC_18	2.7.13.3		Sensor histidine kinase RcsC
BBPJPPNJ_02806	CDS	276				hypothetical protein
BBPJPPNJ_02807	CDS	339				hypothetical protein
BBPJPPNJ_02808	CDS	1671				hypothetical protein
BBPJPPNJ_02809	CDS	1875				hypothetical protein
BBPJPPNJ_02810	CDS	384				hypothetical protein
BBPJPPNJ_02811	CDS	342				hypothetical protein
BBPJPPNJ_02812	CDS	237				hypothetical protein
BBPJPPNJ_02813	CDS	321				hypothetical protein
BBPJPPNJ_02814	CDS	789				hypothetical protein
BBPJPPNJ_02815	CDS	405				hypothetical protein
BBPJPPNJ_02816	CDS	447				hypothetical protein
BBPJPPNJ_02817	CDS	420				hypothetical protein
BBPJPPNJ_02818	CDS	111				hypothetical protein
BBPJPPNJ_02819	CDS	657				hypothetical protein
BBPJPPNJ_02820	CDS	537	xerC_9		COG4973	Tyrosine recombinase XerC
BBPJPPNJ_02821	CDS	834				hypothetical protein
BBPJPPNJ_02822	CDS	513				hypothetical protein
BBPJPPNJ_02823	CDS	492				hypothetical protein
BBPJPPNJ_02824	CDS	252				hypothetical protein
BBPJPPNJ_02825	CDS	201				hypothetical protein
BBPJPPNJ_02826	CDS	375				hypothetical protein
BBPJPPNJ_02827	CDS	1113				hypothetical protein
BBPJPPNJ_02828	CDS	414				hypothetical protein
BBPJPPNJ_02829	CDS	1272	thi4_1	2.4.2.59		Thiamine thiazole synthase
BBPJPPNJ_02830	CDS	429				hypothetical protein
BBPJPPNJ_02831	CDS	540				hypothetical protein
BBPJPPNJ_02832	CDS	591	dps_1	1.16.-.-	COG0783	DNA protection during starvation protein
BBPJPPNJ_02833	CDS	357	nqrF_2	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
BBPJPPNJ_02834	CDS	684				hypothetical protein
BBPJPPNJ_02835	CDS	798				hypothetical protein
BBPJPPNJ_02836	CDS	714				hypothetical protein
BBPJPPNJ_02837	CDS	354				hypothetical protein
BBPJPPNJ_02838	CDS	204				hypothetical protein
BBPJPPNJ_02839	CDS	360				hypothetical protein
BBPJPPNJ_02840	CDS	561				hypothetical protein
BBPJPPNJ_02841	CDS	579				hypothetical protein
BBPJPPNJ_02842	CDS	738		1.-.-.-		putative oxidoreductase
BBPJPPNJ_02843	CDS	1572	ohyA_2	4.2.1.53		Oleate hydratase
BBPJPPNJ_02844	CDS	393				hypothetical protein
BBPJPPNJ_02845	CDS	702	hchA	3.1.2.-		Protein/nucleic acid deglycase HchA
BBPJPPNJ_02846	CDS	408				hypothetical protein
BBPJPPNJ_02847	CDS	2940	gph_5	3.1.3.18		Phosphoglycolate phosphatase
BBPJPPNJ_02848	CDS	1014	yfmJ_2	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
BBPJPPNJ_02849	CDS	435				hypothetical protein
BBPJPPNJ_02850	CDS	144				hypothetical protein
BBPJPPNJ_02851	CDS	684				hypothetical protein
BBPJPPNJ_02852	CDS	624				hypothetical protein
BBPJPPNJ_02853	CDS	264				hypothetical protein
BBPJPPNJ_02854	CDS	1095	epsN	2.6.1.-	COG0399	Putative pyridoxal phosphate-dependent aminotransferase EpsN
BBPJPPNJ_02855	CDS	1806	grpE_2			Protein GrpE
BBPJPPNJ_02856	CDS	1440	pucC			Protein PucC
BBPJPPNJ_02857	CDS	186				hypothetical protein
BBPJPPNJ_02858	CDS	2217				hypothetical protein
BBPJPPNJ_02859	CDS	2208				hypothetical protein
BBPJPPNJ_02860	CDS	249				hypothetical protein
BBPJPPNJ_02861	CDS	1662	pyrG	6.3.4.2		CTP synthase
BBPJPPNJ_02862	CDS	1773	pyrH_2			Uridylate kinase
BBPJPPNJ_02863	CDS	501	rimI	2.3.1.255	COG0456	N-alpha-acetyltransferase RimI
BBPJPPNJ_02864	CDS	927				hypothetical protein
BBPJPPNJ_02865	CDS	288				hypothetical protein
BBPJPPNJ_02866	CDS	417				Orange carotenoid-binding protein
BBPJPPNJ_02867	CDS	501				Orange carotenoid-binding protein
BBPJPPNJ_02868	CDS	1530				hypothetical protein
BBPJPPNJ_02869	CDS	789	opuCA		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
BBPJPPNJ_02870	CDS	393	dnaJ_10			Chaperone protein DnaJ
BBPJPPNJ_02871	CDS	603				hypothetical protein
BBPJPPNJ_02872	CDS	2667	helY	3.6.4.-	COG4581	putative helicase HelY
BBPJPPNJ_02873	CDS	129				hypothetical protein
BBPJPPNJ_02874	CDS	114				hypothetical protein
BBPJPPNJ_02875	CDS	723	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
BBPJPPNJ_02876	CDS	417				hypothetical protein
BBPJPPNJ_02877	CDS	387				hypothetical protein
BBPJPPNJ_02878	CDS	1557	lysS	6.1.1.6		Lysine--tRNA ligase
BBPJPPNJ_02879	CDS	2172	ppk	2.7.4.1	COG0855	Polyphosphate kinase
BBPJPPNJ_02880	CDS	1020				hypothetical protein
BBPJPPNJ_02881	CDS	1092				hypothetical protein
BBPJPPNJ_02882	CDS	435			COG3039	IS5 family transposase ISNpu11
BBPJPPNJ_02883	CDS	387			COG3039	IS5 family transposase IS702
BBPJPPNJ_02884	CDS	426	cas9	3.1.-.-		CRISPR-associated endonuclease Cas9
BBPJPPNJ_02885	CDS	279				hypothetical protein
BBPJPPNJ_02886	CDS	195				hypothetical protein
BBPJPPNJ_02887	CDS	339				hypothetical protein
BBPJPPNJ_02888	CDS	300	higB_1	3.1.-.-	COG4680	mRNA interferase HigB
BBPJPPNJ_02889	CDS	405				hypothetical protein
BBPJPPNJ_02890	CDS	735				hypothetical protein
BBPJPPNJ_02891	CDS	4641	gltB_1	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
BBPJPPNJ_02892	CDS	126				hypothetical protein
BBPJPPNJ_02893	CDS	441				hypothetical protein
BBPJPPNJ_02894	CDS	1773				hypothetical protein
BBPJPPNJ_02895	CDS	204				hypothetical protein
BBPJPPNJ_02896	CDS	681	mprA_2		COG0745	Response regulator MprA
BBPJPPNJ_02897	CDS	1140				hypothetical protein
BBPJPPNJ_02898	CDS	93				hypothetical protein
BBPJPPNJ_02899	CDS	1443	sasA_16	2.7.-.-		Adaptive-response sensory-kinase SasA
BBPJPPNJ_02900	CDS	612				hypothetical protein
BBPJPPNJ_02901	CDS	525	dsbD_2	1.8.1.8		Thiol:disulfide interchange protein DsbD
BBPJPPNJ_02902	CDS	189				hypothetical protein
BBPJPPNJ_02903	CDS	861	dsbD_3	1.8.1.8		Thiol:disulfide interchange protein DsbD
BBPJPPNJ_02904	CDS	939	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
BBPJPPNJ_02905	CDS	330	trxA_3			Thioredoxin 1
BBPJPPNJ_02906	CDS	819				hypothetical protein
BBPJPPNJ_02907	CDS	204				hypothetical protein
BBPJPPNJ_02908	CDS	567				IS1182 family transposase ISCARN96
BBPJPPNJ_02909	CDS	783				IS1182 family transposase ISThsp16
BBPJPPNJ_02910	CDS	312	devR_1			CRISPR-associated protein Cas7/Cst2/DevR
BBPJPPNJ_02911	CDS	639	devS			CRISPR-associated protein Cas5
BBPJPPNJ_02912	CDS	3114	rcsC_19	2.7.13.3		Sensor histidine kinase RcsC
BBPJPPNJ_02913	CDS	147				hypothetical protein
BBPJPPNJ_02914	CDS	378			COG3385	IS4 family transposase ISAva3
BBPJPPNJ_02915	CDS	885				hypothetical protein
BBPJPPNJ_02916	CDS	258				hypothetical protein
BBPJPPNJ_02917	CDS	258				hypothetical protein
BBPJPPNJ_02918	CDS	180				hypothetical protein
BBPJPPNJ_02919	CDS	1680				hypothetical protein
BBPJPPNJ_02920	CDS	1548				hypothetical protein
BBPJPPNJ_02921	CDS	192				hypothetical protein
BBPJPPNJ_02922	CDS	141				hypothetical protein
BBPJPPNJ_02923	CDS	393				hypothetical protein
BBPJPPNJ_02924	CDS	387				hypothetical protein
BBPJPPNJ_02925	CDS	2481	era_3			GTPase Era
BBPJPPNJ_02926	CDS	780				hypothetical protein
BBPJPPNJ_02927	CDS	1815	lepA	3.6.5.-	COG0481	Elongation factor 4
BBPJPPNJ_02928	CDS	177				hypothetical protein
BBPJPPNJ_02929	CDS	207				hypothetical protein
BBPJPPNJ_02930	CDS	573				hypothetical protein
BBPJPPNJ_02931	CDS	795	COQ5_8	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
BBPJPPNJ_02932	CDS	717		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
BBPJPPNJ_02933	CDS	462				hypothetical protein
BBPJPPNJ_02934	CDS	156				hypothetical protein
BBPJPPNJ_02935	CDS	1434	yjmB_2		COG2211	putative symporter YjmB
BBPJPPNJ_02936	CDS	459				hypothetical protein
BBPJPPNJ_02937	CDS	276				hypothetical protein
BBPJPPNJ_02938	CDS	372				hypothetical protein
BBPJPPNJ_02939	CDS	528				hypothetical protein
BBPJPPNJ_02940	CDS	288				hypothetical protein
BBPJPPNJ_02941	CDS	195				hypothetical protein
BBPJPPNJ_02942	CDS	141				hypothetical protein
BBPJPPNJ_02943	CDS	627	resA_1			Thiol-disulfide oxidoreductase ResA
BBPJPPNJ_02944	CDS	1230				hypothetical protein
BBPJPPNJ_02945	CDS	249				hypothetical protein
BBPJPPNJ_02946	CDS	1194				hypothetical protein
BBPJPPNJ_02947	CDS	213	ndhL	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit L
BBPJPPNJ_02948	CDS	306				hypothetical protein
BBPJPPNJ_02949	CDS	795	trpA_1	4.2.1.20	COG0159	Tryptophan synthase alpha chain
BBPJPPNJ_02950	CDS	369				hypothetical protein
BBPJPPNJ_02951	CDS	474	petC1	7.1.1.6	COG0723	Cytochrome b6-f complex iron-sulfur subunit 1
BBPJPPNJ_02952	CDS	912	fieF_1		COG0053	Ferrous-iron efflux pump FieF
BBPJPPNJ_02953	CDS	471	pglD	2.3.1.203	COG0110	UDP-N-acetylbacillosamine N-acetyltransferase
BBPJPPNJ_02954	CDS	1650				hypothetical protein
BBPJPPNJ_02955	CDS	735				hypothetical protein
BBPJPPNJ_02956	CDS	3372				hypothetical protein
BBPJPPNJ_02957	CDS	1215				hypothetical protein
BBPJPPNJ_02958	CDS	1521				hypothetical protein
BBPJPPNJ_02959	CDS	3189				hypothetical protein
BBPJPPNJ_02960	CDS	3564				hypothetical protein
BBPJPPNJ_02961	CDS	1386				hypothetical protein
BBPJPPNJ_02962	CDS	1875	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
BBPJPPNJ_02963	CDS	813	tnsA			Transposon Tn7 transposition protein TnsA
BBPJPPNJ_02964	CDS	2247	tnsB			Transposon Tn7 transposition protein TnsB
BBPJPPNJ_02965	CDS	1626	tnsC			Transposon Tn7 transposition protein TnsC
BBPJPPNJ_02966	CDS	960				hypothetical protein
BBPJPPNJ_02967	CDS	657	cas6	3.1.-.-		CRISPR-associated endonuclease Cas6
BBPJPPNJ_02968	CDS	246				hypothetical protein
BBPJPPNJ_02969	CDS	240				hypothetical protein
BBPJPPNJ_02970	CDS	258				hypothetical protein
BBPJPPNJ_02971	CDS	312	walR_3		COG0745	Transcriptional regulatory protein WalR
BBPJPPNJ_02972	CDS	5799	rcsC_20	2.7.13.3		Sensor histidine kinase RcsC
BBPJPPNJ_02973	CDS	1119	aziB2	2.1.1.302		3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase
BBPJPPNJ_02974	CDS	1158	kynU	3.7.1.3		Kynureninase
BBPJPPNJ_02975	CDS	1932				hypothetical protein
BBPJPPNJ_02976	CDS	204				hypothetical protein
BBPJPPNJ_02977	CDS	3765	rcsC_21	2.7.13.3		Sensor histidine kinase RcsC
BBPJPPNJ_02978	CDS	1185	rcsC_22	2.7.13.3		Sensor histidine kinase RcsC
BBPJPPNJ_02979	CDS	1122				hypothetical protein
BBPJPPNJ_02980	CDS	1503	ndhD1_2	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
BBPJPPNJ_02981	CDS	1839	nuoL_2	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
BBPJPPNJ_02982	CDS	1704	ccmM_1		COG0663	Carbon dioxide concentrating mechanism protein CcmM
BBPJPPNJ_02983	CDS	309	ccmK2			Carbon dioxide-concentrating mechanism protein CcmK 
BBPJPPNJ_02984	CDS	354	ccmK1			Carbon dioxide-concentrating mechanism protein CcmK 
BBPJPPNJ_02985	CDS	300	ccmL			Carbon dioxide concentrating mechanism protein CcmL
BBPJPPNJ_02986	CDS	972	ccmM_2		COG0663	Carbon dioxide concentrating mechanism protein CcmM
BBPJPPNJ_02987	CDS	639				hypothetical protein
BBPJPPNJ_02988	CDS	678	soj_2	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
BBPJPPNJ_02989	CDS	453				hypothetical protein
BBPJPPNJ_02990	CDS	327	ccmK		COG4577	Carbon dioxide-concentrating mechanism protein CcmK
BBPJPPNJ_02991	CDS	348	ccmK4			Carbon dioxide-concentrating mechanism protein CcmK 
BBPJPPNJ_02992	CDS	768				hypothetical protein
BBPJPPNJ_02993	CDS	747				hypothetical protein
BBPJPPNJ_02994	CDS	1269				hypothetical protein
BBPJPPNJ_02995	CDS	993	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
BBPJPPNJ_02996	CDS	1008	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
BBPJPPNJ_02997	CDS	1833	cpoB_5			Cell division coordinator CpoB
BBPJPPNJ_02998	CDS	1482	lapB_1			Lipopolysaccharide assembly protein B
BBPJPPNJ_02999	CDS	849				hypothetical protein
BBPJPPNJ_03000	CDS	966				hypothetical protein
BBPJPPNJ_03001	CDS	372				hypothetical protein
BBPJPPNJ_03002	CDS	2892	rcsC_23	2.7.13.3		Sensor histidine kinase RcsC
BBPJPPNJ_03003	CDS	501				IS21 family transposase ISAcma26
BBPJPPNJ_03004	CDS	1719				hypothetical protein
BBPJPPNJ_03005	CDS	357				hypothetical protein
BBPJPPNJ_03006	CDS	1230				hypothetical protein
BBPJPPNJ_03007	CDS	813	xerC_10			Tyrosine recombinase XerC
BBPJPPNJ_03008	CDS	459				hypothetical protein
BBPJPPNJ_03009	CDS	690	murG_2	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
BBPJPPNJ_03010	CDS	1266	murG_3	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
BBPJPPNJ_03011	CDS	1218	murG_4	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
BBPJPPNJ_03012	CDS	1137				hypothetical protein
BBPJPPNJ_03013	CDS	1851		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
BBPJPPNJ_03014	CDS	741	pspA_2	3.1.3.3	COG0406	Phosphoserine phosphatase 1
BBPJPPNJ_03015	CDS	1011	gatA_2	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A
BBPJPPNJ_03016	CDS	1938	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
BBPJPPNJ_03017	CDS	1725				hypothetical protein
BBPJPPNJ_03018	CDS	675				hypothetical protein
BBPJPPNJ_03019	CDS	1752				hypothetical protein
BBPJPPNJ_03020	CDS	246	psaC	1.97.1.12		Photosystem I iron-sulfur center
BBPJPPNJ_03021	CDS	351				hypothetical protein
BBPJPPNJ_03022	tRNA	75				tRNA-Trp(cca)
BBPJPPNJ_03023	CDS	366	rplS		COG0335	50S ribosomal protein L19
BBPJPPNJ_03024	CDS	528				hypothetical protein
BBPJPPNJ_03025	CDS	123				hypothetical protein
BBPJPPNJ_03026	CDS	828	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
BBPJPPNJ_03027	CDS	159				hypothetical protein
BBPJPPNJ_03028	CDS	741				hypothetical protein
